win,although they come out on top tactically they do not win the game ,0.373,
do not win the game,although they do not win the game they come out on top tactically ,0.531,
0.703,1.000,

win,although they come out on top tactically they do not win the game ,0.373,
win the game,although they do not win the game they come out on top tactically ,0.489,
0.763,1.000,

win,although they come out on top tactically they do not win the game ,0.373,
win,although they do not win the game they come out on top tactically ,0.373,
1.000,1.000,

the game they come out on top tactically,although they come out on top tactically they do not win the game ,0.869,
although they come out on top tactically they do not win the game,although they do not win the game they come out on top tactically ,1.000,
0.869,1.000,

the game they come out on top tactically,although they come out on top tactically they do not win the game ,0.869,
they come out on top tactically they do not win the game,although they do not win the game they come out on top tactically ,0.968,
0.898,1.000,

the game they come out on top tactically,although they come out on top tactically they do not win the game ,0.869,
come out on top tactically they do not win the game,although they do not win the game they come out on top tactically ,0.968,
0.898,1.000,

the game they come out on top tactically,although they come out on top tactically they do not win the game ,0.869,
on top tactically they do not win the game,although they do not win the game they come out on top tactically ,0.932,
0.849,1.000,

the game they come out on top tactically,although they come out on top tactically they do not win the game ,0.869,
top tactically they do not win the game,although they do not win the game they come out on top tactically ,0.927,
0.842,1.000,

the game they come out on top tactically,although they come out on top tactically they do not win the game ,0.869,
top tactically,although they do not win the game they come out on top tactically ,0.750,
0.863,1.000,

the game they come out on top tactically,although they come out on top tactically they do not win the game ,0.869,
tactically,although they do not win the game they come out on top tactically ,0.695,
0.800,1.000,

the game,although they come out on top tactically they do not win the game ,0.317,
the game,although they do not win the game they come out on top tactically ,0.317,
1.000,1.000,

the game,although they come out on top tactically they do not win the game ,0.317,
game,although they do not win the game they come out on top tactically ,0.315,
0.996,1.000,

the,although they come out on top tactically they do not win the game ,0.029,
the,although they do not win the game they come out on top tactically ,0.029,
1.000,1.000,

game,although they come out on top tactically they do not win the game ,0.315,
the game,although they do not win the game they come out on top tactically ,0.317,
0.996,1.000,

game,although they come out on top tactically they do not win the game ,0.315,
game,although they do not win the game they come out on top tactically ,0.315,
1.000,1.000,

they come out on top tactically,although they come out on top tactically they do not win the game ,0.809,
although they come out on top tactically they do not win the game,although they do not win the game they come out on top tactically ,1.000,
0.809,1.000,

they come out on top tactically,although they come out on top tactically they do not win the game ,0.809,
they come out on top tactically they do not win the game,although they do not win the game they come out on top tactically ,0.968,
0.836,1.000,

they come out on top tactically,although they come out on top tactically they do not win the game ,0.809,
come out on top tactically they do not win the game,although they do not win the game they come out on top tactically ,0.968,
0.836,1.000,

they come out on top tactically,although they come out on top tactically they do not win the game ,0.809,
on top tactically they do not win the game,although they do not win the game they come out on top tactically ,0.932,
0.779,1.000,

they come out on top tactically,although they come out on top tactically they do not win the game ,0.809,
top tactically they do not win the game,although they do not win the game they come out on top tactically ,0.927,
0.770,1.000,

they come out on top tactically,although they come out on top tactically they do not win the game ,0.809,
top tactically,although they do not win the game they come out on top tactically ,0.750,
0.926,1.000,

they come out on top tactically,although they come out on top tactically they do not win the game ,0.809,
tactically,although they do not win the game they come out on top tactically ,0.695,
0.859,1.000,

come out on top tactically,although they come out on top tactically they do not win the game ,0.800,
although they come out on top tactically they do not win the game,although they do not win the game they come out on top tactically ,1.000,
0.800,1.000,

come out on top tactically,although they come out on top tactically they do not win the game ,0.800,
they come out on top tactically they do not win the game,although they do not win the game they come out on top tactically ,0.968,
0.826,1.000,

come out on top tactically,although they come out on top tactically they do not win the game ,0.800,
come out on top tactically they do not win the game,although they do not win the game they come out on top tactically ,0.968,
0.826,1.000,

come out on top tactically,although they come out on top tactically they do not win the game ,0.800,
on top tactically they do not win the game,although they do not win the game they come out on top tactically ,0.932,
0.767,1.000,

come out on top tactically,although they come out on top tactically they do not win the game ,0.800,
top tactically they do not win the game,although they do not win the game they come out on top tactically ,0.927,
0.758,1.000,

come out on top tactically,although they come out on top tactically they do not win the game ,0.800,
top tactically,although they do not win the game they come out on top tactically ,0.750,
0.938,1.000,

come out on top tactically,although they come out on top tactically they do not win the game ,0.800,
tactically,although they do not win the game they come out on top tactically ,0.695,
0.869,1.000,

come,although they come out on top tactically they do not win the game ,0.212,
come,although they do not win the game they come out on top tactically ,0.212,
1.000,1.000,

out,although they come out on top tactically they do not win the game ,0.149,
out,although they do not win the game they come out on top tactically ,0.149,
1.000,1.000,

on top tactically,although they come out on top tactically they do not win the game ,0.756,
although they come out on top tactically they do not win the game,although they do not win the game they come out on top tactically ,1.000,
0.756,1.000,

on top tactically,although they come out on top tactically they do not win the game ,0.756,
they come out on top tactically they do not win the game,although they do not win the game they come out on top tactically ,0.968,
0.781,1.000,

on top tactically,although they come out on top tactically they do not win the game ,0.756,
come out on top tactically they do not win the game,although they do not win the game they come out on top tactically ,0.968,
0.781,1.000,

on top tactically,although they come out on top tactically they do not win the game ,0.756,
on top tactically they do not win the game,although they do not win the game they come out on top tactically ,0.932,
0.811,1.000,

on top tactically,although they come out on top tactically they do not win the game ,0.756,
top tactically they do not win the game,although they do not win the game they come out on top tactically ,0.927,
0.802,1.000,

on top tactically,although they come out on top tactically they do not win the game ,0.756,
top tactically,although they do not win the game they come out on top tactically ,0.750,
0.991,1.000,

on top tactically,although they come out on top tactically they do not win the game ,0.756,
tactically,although they do not win the game they come out on top tactically ,0.695,
0.919,1.000,

on,although they come out on top tactically they do not win the game ,0.099,
on,although they do not win the game they come out on top tactically ,0.099,
1.000,1.000,

top tactically,although they come out on top tactically they do not win the game ,0.750,
although they come out on top tactically they do not win the game,although they do not win the game they come out on top tactically ,1.000,
0.750,1.000,

top tactically,although they come out on top tactically they do not win the game ,0.750,
they come out on top tactically they do not win the game,although they do not win the game they come out on top tactically ,0.968,
0.775,1.000,

top tactically,although they come out on top tactically they do not win the game ,0.750,
come out on top tactically they do not win the game,although they do not win the game they come out on top tactically ,0.968,
0.775,1.000,

top tactically,although they come out on top tactically they do not win the game ,0.750,
on top tactically they do not win the game,although they do not win the game they come out on top tactically ,0.932,
0.804,1.000,

top tactically,although they come out on top tactically they do not win the game ,0.750,
top tactically they do not win the game,although they do not win the game they come out on top tactically ,0.927,
0.809,1.000,

top tactically,although they come out on top tactically they do not win the game ,0.750,
top tactically,although they do not win the game they come out on top tactically ,0.750,
1.000,1.000,

top tactically,although they come out on top tactically they do not win the game ,0.750,
tactically,although they do not win the game they come out on top tactically ,0.695,
0.927,1.000,

top,although they come out on top tactically they do not win the game ,0.281,
top,although they do not win the game they come out on top tactically ,0.281,
1.000,1.000,

tactically,although they come out on top tactically they do not win the game ,0.695,
they come out on top tactically they do not win the game,although they do not win the game they come out on top tactically ,0.968,
0.718,1.000,

tactically,although they come out on top tactically they do not win the game ,0.695,
come out on top tactically they do not win the game,although they do not win the game they come out on top tactically ,0.968,
0.718,1.000,

tactically,although they come out on top tactically they do not win the game ,0.695,
on top tactically they do not win the game,although they do not win the game they come out on top tactically ,0.932,
0.746,1.000,

tactically,although they come out on top tactically they do not win the game ,0.695,
top tactically they do not win the game,although they do not win the game they come out on top tactically ,0.927,
0.750,1.000,

tactically,although they come out on top tactically they do not win the game ,0.695,
top tactically,although they do not win the game they come out on top tactically ,0.750,
0.927,1.000,

tactically,although they come out on top tactically they do not win the game ,0.695,
tactically,although they do not win the game they come out on top tactically ,0.695,
1.000,1.000,

michael turn back to the fire and speak to them,michael speak to them and turn back to the fire ,1.000,
michael speak to them and turn back to the fire,michael turn back to the fire and speak to them ,1.000,
1.000,1.000,

michael turn back to the fire and speak to them,michael speak to them and turn back to the fire ,1.000,
speak to them and turn back to the fire,michael turn back to the fire and speak to them ,0.801,
0.801,1.000,

michael,michael speak to them and turn back to the fire ,0.690,
michael,michael turn back to the fire and speak to them ,0.690,
1.000,1.000,

turn back to the fire and speak to them,michael speak to them and turn back to the fire ,0.801,
michael speak to them and turn back to the fire,michael turn back to the fire and speak to them ,1.000,
0.801,1.000,

turn back to the fire and speak to them,michael speak to them and turn back to the fire ,0.801,
speak to them and turn back to the fire,michael turn back to the fire and speak to them ,0.801,
1.000,1.000,

turn back to the fire and speak to them,michael speak to them and turn back to the fire ,0.801,
turn back to the fire,michael turn back to the fire and speak to them ,0.645,
0.773,1.000,

turn back to the fire,michael speak to them and turn back to the fire ,0.645,
speak to them and turn back to the fire,michael turn back to the fire and speak to them ,0.801,
0.773,1.000,

turn back to the fire,michael speak to them and turn back to the fire ,0.645,
turn back to the fire,michael turn back to the fire and speak to them ,0.645,
1.000,1.000,

turn,michael speak to them and turn back to the fire ,0.358,
turn,michael turn back to the fire and speak to them ,0.358,
1.000,1.000,

back,michael speak to them and turn back to the fire ,0.248,
back,michael turn back to the fire and speak to them ,0.248,
1.000,1.000,

to the fire,michael speak to them and turn back to the fire ,0.481,
to the fire,michael turn back to the fire and speak to them ,0.481,
1.000,1.000,

to the fire,michael speak to them and turn back to the fire ,0.481,
the fire,michael turn back to the fire and speak to them ,0.476,
0.983,1.000,

to the fire,michael speak to them and turn back to the fire ,0.481,
fire,michael turn back to the fire and speak to them ,0.474,
0.978,1.000,

to,michael speak to them and turn back to the fire ,0.070,
to,michael turn back to the fire and speak to them ,0.070,
1.000,1.000,

the fire,michael speak to them and turn back to the fire ,0.476,
to the fire,michael turn back to the fire and speak to them ,0.481,
0.983,1.000,

the fire,michael speak to them and turn back to the fire ,0.476,
the fire,michael turn back to the fire and speak to them ,0.476,
1.000,1.000,

the fire,michael speak to them and turn back to the fire ,0.476,
fire,michael turn back to the fire and speak to them ,0.474,
0.995,1.000,

the,michael speak to them and turn back to the fire ,0.038,
the,michael turn back to the fire and speak to them ,0.038,
1.000,1.000,

fire,michael speak to them and turn back to the fire ,0.474,
to the fire,michael turn back to the fire and speak to them ,0.481,
0.978,1.000,

fire,michael speak to them and turn back to the fire ,0.474,
the fire,michael turn back to the fire and speak to them ,0.476,
0.995,1.000,

fire,michael speak to them and turn back to the fire ,0.474,
fire,michael turn back to the fire and speak to them ,0.474,
1.000,1.000,

and,michael speak to them and turn back to the fire ,0.066,
and,michael turn back to the fire and speak to them ,0.066,
1.000,1.000,

speak to them,michael speak to them and turn back to the fire ,0.477,
speak to them,michael turn back to the fire and speak to them ,0.477,
1.000,1.000,

speak to them,michael speak to them and turn back to the fire ,0.477,
speak,michael turn back to the fire and speak to them ,0.425,
0.889,1.000,

speak,michael speak to them and turn back to the fire ,0.425,
speak to them,michael turn back to the fire and speak to them ,0.477,
0.889,1.000,

speak,michael speak to them and turn back to the fire ,0.425,
speak,michael turn back to the fire and speak to them ,0.425,
1.000,1.000,

to them,michael speak to them and turn back to the fire ,0.218,
to them,michael turn back to the fire and speak to them ,0.218,
1.000,1.000,

to them,michael speak to them and turn back to the fire ,0.218,
them,michael turn back to the fire and speak to them ,0.207,
0.947,1.000,

them,michael speak to them and turn back to the fire ,0.207,
to them,michael turn back to the fire and speak to them ,0.218,
0.947,1.000,

them,michael speak to them and turn back to the fire ,0.207,
them,michael turn back to the fire and speak to them ,0.207,
1.000,1.000,

she is the leader because she know what she want to do,she is the leader and she know what she want to do ,0.941,
she is the leader and she know what she want to do,she is the leader because she know what she want to do ,0.941,
0.941,0.941,

she is the leader because she know what she want to do,she is the leader and she know what she want to do ,0.941,
she know what she want to do,she is the leader because she know what she want to do ,0.719,
0.719,0.941,

she is the leader because she know what she want to do,she is the leader and she know what she want to do ,0.941,
know what she want to do,she is the leader because she know what she want to do ,0.719,
0.719,0.941,

she,she is the leader and she know what she want to do ,0.241,
she,she is the leader because she know what she want to do ,0.229,
1.000,0.941,

is the leader because she know what she want to do,she is the leader and she know what she want to do ,0.941,
she is the leader and she know what she want to do,she is the leader because she know what she want to do ,0.941,
0.941,0.941,

is the leader because she know what she want to do,she is the leader and she know what she want to do ,0.941,
she know what she want to do,she is the leader because she know what she want to do ,0.719,
0.719,0.941,

is the leader because she know what she want to do,she is the leader and she know what she want to do ,0.941,
know what she want to do,she is the leader because she know what she want to do ,0.719,
0.719,0.941,

is,she is the leader and she know what she want to do ,0.150,
is,she is the leader because she know what she want to do ,0.142,
1.000,0.941,

the leader,she is the leader and she know what she want to do ,0.629,
she is the leader,she is the leader because she know what she want to do ,0.655,
0.912,0.941,

the leader,she is the leader and she know what she want to do ,0.629,
is the leader,she is the leader because she know what she want to do ,0.613,
0.973,0.941,

the leader,she is the leader and she know what she want to do ,0.629,
the leader,she is the leader because she know what she want to do ,0.597,
1.000,0.941,

the leader,she is the leader and she know what she want to do ,0.629,
leader,she is the leader because she know what she want to do ,0.595,
0.997,0.941,

the,she is the leader and she know what she want to do ,0.052,
the,she is the leader because she know what she want to do ,0.049,
1.000,0.941,

leader,she is the leader and she know what she want to do ,0.627,
she is the leader,she is the leader because she know what she want to do ,0.655,
0.908,0.941,

leader,she is the leader and she know what she want to do ,0.627,
is the leader,she is the leader because she know what she want to do ,0.613,
0.970,0.941,

leader,she is the leader and she know what she want to do ,0.627,
the leader,she is the leader because she know what she want to do ,0.597,
0.997,0.941,

leader,she is the leader and she know what she want to do ,0.627,
leader,she is the leader because she know what she want to do ,0.595,
1.000,0.941,

because she know what she want to do,she is the leader and she know what she want to do ,0.689,
she know what she want to do,she is the leader because she know what she want to do ,0.719,
0.910,0.941,

because she know what she want to do,she is the leader and she know what she want to do ,0.689,
know what she want to do,she is the leader because she know what she want to do ,0.719,
0.910,0.941,

because she know what she want to do,she is the leader and she know what she want to do ,0.689,
what she want to do,she is the leader because she know what she want to do ,0.627,
0.793,0.941,

because she know what she want to do,she is the leader and she know what she want to do ,0.689,
she want to do,she is the leader because she know what she want to do ,0.570,
0.721,0.941,

she know what she want to do,she is the leader and she know what she want to do ,0.758,
she is the leader and she know what she want to do,she is the leader because she know what she want to do ,0.941,
0.758,0.941,

she know what she want to do,she is the leader and she know what she want to do ,0.758,
she know what she want to do,she is the leader because she know what she want to do ,0.719,
1.000,0.941,

she know what she want to do,she is the leader and she know what she want to do ,0.758,
know what she want to do,she is the leader because she know what she want to do ,0.719,
1.000,0.941,

she know what she want to do,she is the leader and she know what she want to do ,0.758,
what she want to do,she is the leader because she know what she want to do ,0.627,
0.872,0.941,

she know what she want to do,she is the leader and she know what she want to do ,0.758,
she want to do,she is the leader because she know what she want to do ,0.570,
0.793,0.941,

she know what she want to do,she is the leader and she know what she want to do ,0.758,
want to do,she is the leader because she know what she want to do ,0.522,
0.726,0.941,

know what she want to do,she is the leader and she know what she want to do ,0.758,
she is the leader and she know what she want to do,she is the leader because she know what she want to do ,0.941,
0.758,0.941,

know what she want to do,she is the leader and she know what she want to do ,0.758,
she know what she want to do,she is the leader because she know what she want to do ,0.719,
1.000,0.941,

know what she want to do,she is the leader and she know what she want to do ,0.758,
know what she want to do,she is the leader because she know what she want to do ,0.719,
1.000,0.941,

know what she want to do,she is the leader and she know what she want to do ,0.758,
what she want to do,she is the leader because she know what she want to do ,0.627,
0.872,0.941,

know what she want to do,she is the leader and she know what she want to do ,0.758,
she want to do,she is the leader because she know what she want to do ,0.570,
0.793,0.941,

know what she want to do,she is the leader and she know what she want to do ,0.758,
want to do,she is the leader because she know what she want to do ,0.522,
0.726,0.941,

know,she is the leader and she know what she want to do ,0.371,
know,she is the leader because she know what she want to do ,0.352,
1.000,0.941,

what she want to do,she is the leader and she know what she want to do ,0.661,
she know what she want to do,she is the leader because she know what she want to do ,0.719,
0.872,0.941,

what she want to do,she is the leader and she know what she want to do ,0.661,
know what she want to do,she is the leader because she know what she want to do ,0.719,
0.872,0.941,

what she want to do,she is the leader and she know what she want to do ,0.661,
what she want to do,she is the leader because she know what she want to do ,0.627,
1.000,0.941,

what she want to do,she is the leader and she know what she want to do ,0.661,
she want to do,she is the leader because she know what she want to do ,0.570,
0.909,0.941,

what she want to do,she is the leader and she know what she want to do ,0.661,
want to do,she is the leader because she know what she want to do ,0.522,
0.833,0.941,

what,she is the leader and she know what she want to do ,0.275,
what,she is the leader because she know what she want to do ,0.261,
1.000,0.941,

she want to do,she is the leader and she know what she want to do ,0.601,
she know what she want to do,she is the leader because she know what she want to do ,0.719,
0.793,0.941,

she want to do,she is the leader and she know what she want to do ,0.601,
know what she want to do,she is the leader because she know what she want to do ,0.719,
0.793,0.941,

she want to do,she is the leader and she know what she want to do ,0.601,
what she want to do,she is the leader because she know what she want to do ,0.627,
0.909,0.941,

she want to do,she is the leader and she know what she want to do ,0.601,
she want to do,she is the leader because she know what she want to do ,0.570,
1.000,0.941,

she want to do,she is the leader and she know what she want to do ,0.601,
want to do,she is the leader because she know what she want to do ,0.522,
0.916,0.941,

she want to do,she is the leader and she know what she want to do ,0.601,
want,she is the leader because she know what she want to do ,0.425,
0.746,0.941,

want to do,she is the leader and she know what she want to do ,0.550,
she know what she want to do,she is the leader because she know what she want to do ,0.719,
0.726,0.941,

want to do,she is the leader and she know what she want to do ,0.550,
know what she want to do,she is the leader because she know what she want to do ,0.719,
0.726,0.941,

want to do,she is the leader and she know what she want to do ,0.550,
what she want to do,she is the leader because she know what she want to do ,0.627,
0.833,0.941,

want to do,she is the leader and she know what she want to do ,0.550,
she want to do,she is the leader because she know what she want to do ,0.570,
0.916,0.941,

want to do,she is the leader and she know what she want to do ,0.550,
want to do,she is the leader because she know what she want to do ,0.522,
1.000,0.941,

want to do,she is the leader and she know what she want to do ,0.550,
want,she is the leader because she know what she want to do ,0.425,
0.814,0.941,

want,she is the leader and she know what she want to do ,0.448,
she want to do,she is the leader because she know what she want to do ,0.570,
0.746,0.941,

want,she is the leader and she know what she want to do ,0.448,
want to do,she is the leader because she know what she want to do ,0.522,
0.814,0.941,

want,she is the leader and she know what she want to do ,0.448,
want,she is the leader because she know what she want to do ,0.425,
1.000,0.941,

to do,she is the leader and she know what she want to do ,0.319,
to do,she is the leader because she know what she want to do ,0.303,
1.000,0.941,

to do,she is the leader and she know what she want to do ,0.319,
do,she is the leader because she know what she want to do ,0.289,
0.955,0.941,

to,she is the leader and she know what she want to do ,0.095,
to,she is the leader because she know what she want to do ,0.090,
1.000,0.941,

do,she is the leader and she know what she want to do ,0.305,
to do,she is the leader because she know what she want to do ,0.303,
0.955,0.941,

do,she is the leader and she know what she want to do ,0.305,
do,she is the leader because she know what she want to do ,0.289,
1.000,0.941,

peter smile when Mary take a picture,mary take a picture when Peter smile ,0.814,
mary take a picture when Peter smile,peter smile when Mary take a picture ,0.814,
0.814,0.814,

peter smile when Mary take a picture,mary take a picture when Peter smile ,0.814,
take a picture when Peter smile,peter smile when Mary take a picture ,0.840,
0.840,0.814,

smile when Mary take a picture,mary take a picture when Peter smile ,0.884,
mary take a picture when Peter smile,peter smile when Mary take a picture ,0.814,
0.884,0.814,

smile when Mary take a picture,mary take a picture when Peter smile ,0.884,
take a picture when Peter smile,peter smile when Mary take a picture ,0.840,
1.000,0.814,

smile when Mary take a picture,mary take a picture when Peter smile ,0.884,
when Peter smile,peter smile when Mary take a picture ,0.581,
0.727,0.814,

smile,mary take a picture when Peter smile ,0.572,
when Peter smile,peter smile when Mary take a picture ,0.581,
0.931,0.814,

smile,mary take a picture when Peter smile ,0.572,
Peter smile,peter smile when Mary take a picture ,0.541,
1.000,0.814,

smile,mary take a picture when Peter smile ,0.572,
smile,peter smile when Mary take a picture ,0.541,
1.000,0.814,

when Mary take a picture,mary take a picture when Peter smile ,0.675,
take a picture when Peter smile,peter smile when Mary take a picture ,0.840,
0.736,0.814,

when Mary take a picture,mary take a picture when Peter smile ,0.675,
a picture,peter smile when Mary take a picture ,0.522,
0.763,0.814,

when Mary take a picture,mary take a picture when Peter smile ,0.675,
picture,peter smile when Mary take a picture ,0.516,
0.749,0.814,

when,mary take a picture when Peter smile ,0.224,
when,peter smile when Mary take a picture ,0.212,
1.000,0.814,

Mary take a picture,mary take a picture when Peter smile ,0.637,
a picture,peter smile when Mary take a picture ,0.522,
0.818,0.814,

Mary take a picture,mary take a picture when Peter smile ,0.637,
picture,peter smile when Mary take a picture ,0.516,
0.804,0.814,

take a picture,mary take a picture when Peter smile ,0.637,
a picture,peter smile when Mary take a picture ,0.522,
0.816,0.814,

take a picture,mary take a picture when Peter smile ,0.637,
picture,peter smile when Mary take a picture ,0.516,
0.801,0.814,

